7.712500198639155036e-01	6.428721579171867706e-01
2.508785056641019695e-01	-7.087523862385972095e-02
1.036395333899507110e+00	-5.572903670605046100e-01
7.870295698926248473e-01	-5.014973810447025393e-01
1.977750494908593559e+00	2.654969926227741528e-01
-7.693742365345634937e-01	5.816117760112153867e-01
-2.507601907289975229e-01	9.557616243731952288e-01
1.643286455310668082e+00	-2.554083645683767889e-01
1.780170373980609622e-01	1.075010949060033028e+00
-8.627710747856316420e-01	6.642648414991434436e-01
8.469520859630050302e-02	9.327538909890755736e-01
-9.980559589815659605e-01	6.215290267492435961e-01
7.461743804108945666e-01	8.019031517953689736e-01
8.897754997873307259e-01	5.040696426768349614e-01
9.688162589365562072e-01	-5.247656700084213366e-01
-6.528869813731505989e-01	6.438497963020630710e-01
-9.612449891047962769e-01	4.685809243547597869e-02
1.727341355497195696e+00	-3.846863087835217243e-02
8.020313122269232542e-01	-5.648136838087373102e-01
1.324825875494034522e+00	-5.933172816021876628e-01
2.511976942186082140e-01	1.043466211907450703e+00
7.596225840863373158e-01	-5.916935301425608751e-01
1.989880707611604072e+00	8.113073434260653638e-03
6.292231107670869239e-01	6.017916350742751330e-01
-9.733408400467558064e-01	6.877453984898772577e-01
8.189830584106471134e-01	-4.328532087047247123e-01
4.517458139906911918e-01	-3.018425906299984640e-01
1.342196589690398456e+00	-4.587570564836202514e-01
9.901721579700303311e-01	2.133241641788142795e-01
-1.142794883927277516e-01	1.554877530962957000e-01
8.833025504521772042e-01	5.159915726736510333e-01
9.176082038379296257e-01	3.129680254933177030e-01
1.858563377325615162e+00	-1.610060009651191337e-01
-3.968824747830375643e-01	9.235337047683385148e-01
8.760832373776750170e-01	-5.636594903872560458e-01
1.197178502951878470e-01	1.084624775315756073e+00
1.556680887973574068e+00	-3.690542941226875873e-01
-9.611240147227047004e-01	3.720997856771786072e-01
1.426709357810591605e+00	-4.260214554229141970e-01
-3.062385792664307771e-01	1.099772480110268180e+00
-1.324376083935696613e-01	5.315373751958821780e-01
1.148983153252161049e-01	7.921988509085664543e-01
4.583520773159469597e-01	7.522160119508214393e-01
5.480648433789117036e-01	-3.905711032223241896e-01
-5.553807935955850511e-02	8.440728105352429678e-01
3.213387991052846226e-02	8.899384001958348112e-01
9.092337429064291099e-01	1.126212724886545002e-01
3.685225072572874128e-01	-1.308742184666839559e-01
1.553391954864066893e+00	-3.550285484834821981e-01
1.716419228581756329e+00	-1.460729186295783855e-02
1.550621112803763468e+00	-4.159876518026692782e-01
7.055454175174805664e-01	6.954140197208557028e-01
1.635291079904491740e+00	-4.758697063297596674e-01
-6.994320574311226890e-01	7.023507238004568221e-01
5.119221824317134878e-02	9.472852847339383597e-01
1.752182456333188920e+00	-3.541661848327867790e-01
3.228533337725957297e-01	9.991011531723673622e-01
2.388966129393409465e-01	8.983078795046102183e-01
9.538856971690931053e-01	1.948842455035373067e-01
1.839327763600923760e+00	-7.256523276720190652e-02
-2.621490987864291133e-01	7.979011235602476715e-01
1.017811652324635219e+00	-5.112097257353351853e-01
7.594323271143711418e-01	7.705271522221461833e-01
6.032642701665115181e-01	-6.313930614137762687e-01
1.207450517020663971e-01	3.528613983725675252e-01
1.320939219975501566e-01	4.451042427562683645e-01
2.178155951284250769e+00	3.725922489875343468e-01
1.758922847650636001e+00	-1.085001223028263517e-01
1.587230968450547230e+00	-1.247594350096235261e-01
5.279249778024978079e-01	8.044008318128170743e-01
8.213964600023032636e-01	-5.442449674530660531e-01
1.118668178330910257e+00	-4.779398261536526027e-01
2.874516967820830646e-02	3.416926580201120056e-01
-3.151876940248771186e-02	1.085271040931791831e+00
7.235553454861718414e-01	5.973620070810410354e-01
9.278090935434964159e-02	8.454725205963360413e-01
8.016184852443790643e-01	6.679799038370894948e-01
8.142686122920258507e-01	1.580545087574364849e-01
7.510856691561952347e-01	6.097492525020912213e-01
9.417711209892030144e-01	6.402249748704009757e-01
-1.130860256140373554e-01	8.580238580346493116e-01
-7.384540101128307388e-01	3.762829841995884994e-01
1.678385529139352905e-01	9.265491321718167805e-01
2.008755372238828496e+00	9.797911667184097673e-02
-1.008943060616426468e+00	4.843022268709807343e-01
1.621571487263204991e+00	-1.978945972681011023e-01
2.048971560889079946e+00	4.434496963967333172e-01
-1.030300376851958299e+00	2.737801682707992068e-01
1.882442031003090932e+00	-7.083383137775501465e-04
5.034033272317847141e-01	8.986015228602181049e-01
9.033057996024321801e-01	5.630294189733416887e-01
-8.973945360203483546e-01	2.156639676569898356e-01
5.694124758635177308e-01	-5.559683595395795708e-01
1.650572458740605652e+00	-1.728358763065233061e-01
1.577195027658888637e+00	-1.943214857156801978e-01
1.387859008378385939e+00	-5.730921852929069527e-01
1.888944854147495134e+00	5.458867624465657542e-01
1.003172853339024506e+00	4.688402715872776461e-01
1.449528955102034944e+00	-4.040303449178498929e-01
-8.347760539289504900e-01	2.451660770972554360e-01
-8.996367244531654483e-01	3.082125932299207283e-01
-1.137133550038970764e+00	3.138023967054743846e-01
5.176708978633923902e-02	4.905134902732229962e-01
1.180341172960549967e+00	4.884102284776082464e-02
2.023827813721599256e+00	3.182532266273980226e-01
-7.668012755032123096e-01	7.530913743970752972e-01
1.886152905800274171e+00	-1.376418163306748210e-01
-7.350821258987108586e-02	2.272683035688295994e-01
1.679678457130310720e+00	-4.066340824296278411e-01
7.354856581651754155e-01	4.953674730214916444e-01
1.690505487588698230e+00	-1.702123094739066700e-01
